code,name,섹터,시총,주가,no,증권사,일자,목표주가,직전목표주가,증감율,투자의견,직전투자의견,평균목표주가,평균직전목표주가,평균투자의견,평균직전투자의견
A181710,NHN,FICS  IT 서비스,"7,277","21,550",01,교보증권,2024/04/16,"30,000","30,000",0.00,4.00,4.00,"29,750","29,750",3.88,3.88
A181710,NHN,FICS  IT 서비스,"7,277","21,550",46,하이투자증권,2024/04/16,"29,000","29,000",0.00,4.00,4.00,"29,750","29,750",3.88,3.88
A181710,NHN,FICS  IT 서비스,"7,277","21,550",50,키움증권,2024/04/12,"27,000","27,000",0.00,4.00,4.00,"29,750","29,750",3.88,3.88
A181710,NHN,FICS  IT 서비스,"7,277","21,550",22,현대차증권,2024/04/08,"32,000","32,000",0.00,4.00,4.00,"29,750","29,750",3.88,3.88
A181710,NHN,FICS  IT 서비스,"7,277","21,550",21,한화투자증권,2024/04/08,"31,000","31,000",0.00,4.00,4.00,"29,750","29,750",3.88,3.88
A060250,NHN KCP,FICS  인터넷 서비스,"3,948","9,830",02,신한투자증권,2024/05/31,"16,500","15,000",10.00,4.00,4.00,"15,571","15,250",4.00,4.00
A060250,NHN KCP,FICS  인터넷 서비스,"3,948","9,830",30,삼성증권,2024/05/28,"14,500","14,500",0.00,4.00,4.00,"15,571","15,250",4.00,4.00
A060250,NHN KCP,FICS  인터넷 서비스,"3,948","9,830",01,교보증권,2024/05/21,"16,000","16,000",0.00,4.00,4.00,"15,571","15,250",4.00,4.00
A060250,NHN KCP,FICS  인터넷 서비스,"3,948","9,830",12,NH투자증권,2024/05/10,"15,000","15,000",0.00,4.00,4.00,"15,571","15,250",4.00,4.00
A060250,NHN KCP,FICS  인터넷 서비스,"3,948","9,830",88,LS증권,2024/05/10,"16,000","16,000",0.00,4.00,4.00,"15,571","15,250",4.00,4.00
A060250,NHN KCP,FICS  인터넷 서비스,"3,948","9,830",50,키움증권,2024/04/12,"15,000","15,000",0.00,4.00,4.00,"15,571","15,250",4.00,4.00
A060250,NHN KCP,FICS  인터넷 서비스,"3,948","9,830",62,DS투자증권,2024/04/04,"16,000",,,4.00,,"15,571","15,250",4.00,4.00
A060250,NHN KCP,FICS  인터넷 서비스,"3,948","9,830",22,현대차증권,2024/03/26,,,,0.00,,"15,571","15,250",4.00,4.00
A005940,NH투자증권,FICS  증권,"40,817","11,820",05,미래에셋증권,2024/06/10,"15,000",,,4.00,,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",AP,대신증권,2024/06/10,"16,000","16,000",0.00,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",01,교보증권,2024/05/21,"15,000","15,000",0.00,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",63,IBK투자증권,2024/04/26,"15,000","14,000",7.14,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",03,한국투자증권,2024/04/26,,,,3.00,3.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",50,키움증권,2024/04/26,"15,000","15,000",0.00,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",10,메리츠증권,2024/04/26,"14,000","14,000",0.00,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",88,LS증권,2024/04/26,"13,500","13,500",0.00,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",30,삼성증권,2024/04/26,"15,000","15,000",0.00,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",64,다올투자증권,2024/04/26,"16,000","14,000",14.29,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",56,하나증권,2024/04/26,"15,000","15,000",0.00,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",KB,KB증권,2024/04/25,"15,000","15,000",0.00,4.00,4.00,"14,958","14,409",3.92,3.91
A005940,NH투자증권,FICS  증권,"40,817","11,820",02,신한투자증권,2024/03/29,"15,000","12,000",25.00,4.00,,"14,958","14,409",3.92,3.91
A030190,NICE평가정보,FICS  상업서비스,"6,552","10,900",88,LS증권,2024/05/17,"14,000","12,000",16.67,4.00,4.00,"14,000","12,000",4.00,4.00
A010060,OCI홀딩스,FICS  화학,"18,253","93,300",08,유진투자증권,2024/05/31,"110,000","140,000",-21.43,4.00,4.00,"136,600","143,250",4.00,4.00
A010060,OCI홀딩스,FICS  화학,"18,253","93,300",05,미래에셋증권,2024/05/16,"143,000","143,000",0.00,4.00,4.00,"136,600","143,250",4.00,4.00
A010060,OCI홀딩스,FICS  화학,"18,253","93,300",93,흥국증권,2024/05/10,"140,000",,,4.00,,"136,600","143,250",4.00,4.00
A010060,OCI홀딩스,FICS  화학,"18,253","93,300",88,LS증권,2024/05/08,"150,000","150,000",0.00,4.00,4.00,"136,600","143,250",4.00,4.00
A010060,OCI홀딩스,FICS  화학,"18,253","93,300",22,현대차증권,2024/05/08,"140,000","140,000",0.00,4.00,4.00,"136,600","143,250",4.00,4.00
A178920,PI첨단소재,FICS  화학,"7,635","26,000",50,키움증권,2024/05/28,"37,000","37,000",0.00,4.00,4.00,"33,667","32,167",4.00,3.83
A178920,PI첨단소재,FICS  화학,"7,635","26,000",93,흥국증권,2024/05/13,"38,000","40,000",-5.00,4.00,4.00,"33,667","32,167",4.00,3.83
A178920,PI첨단소재,FICS  화학,"7,635","26,000",88,LS증권,2024/05/08,"31,000","31,000",0.00,4.00,4.00,"33,667","32,167",4.00,3.83
A178920,PI첨단소재,FICS  화학,"7,635","26,000",12,NH투자증권,2024/05/08,"33,000","28,000",17.86,4.00,4.00,"33,667","32,167",4.00,3.83
A178920,PI첨단소재,FICS  화학,"7,635","26,000",67,BNK투자증권,2024/05/08,"36,000","33,000",9.09,4.00,4.00,"33,667","32,167",4.00,3.83
A178920,PI첨단소재,FICS  화학,"7,635","26,000",30,삼성증권,2024/05/07,"27,000","24,000",12.50,4.00,3.00,"33,667","32,167",4.00,3.83
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",22,현대차증권,2024/06/13,"570,000","570,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",46,하이투자증권,2024/06/11,"500,000","520,000",-3.85,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",10,메리츠증권,2024/06/04,"630,000","630,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",01,교보증권,2024/05/29,"480,000","480,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",24,유안타증권,2024/05/29,"540,000","590,000",-8.47,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",30,삼성증권,2024/05/22,"550,000","550,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",02,신한투자증권,2024/05/17,"530,000","530,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",AP,대신증권,2024/05/09,"520,000","520,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",12,NH투자증권,2024/04/26,"510,000","590,000",-13.56,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",50,키움증권,2024/04/26,"500,000","500,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",03,한국투자증권,2024/04/26,"650,000","900,000",-27.78,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",56,하나증권,2024/04/26,"740,000","740,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",25,SK증권,2024/04/26,"510,000","510,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",08,유진투자증권,2024/04/12,"630,000","630,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",88,LS증권,2024/04/03,"600,000","600,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A005490,POSCO홀딩스,FICS  금속 및 광물,"321,371","380,000",67,BNK투자증권,2024/04/02,"750,000","750,000",0.00,4.00,4.00,"575,625","600,625",4.00,4.00
A218410,RFHIC,FICS  통신장비,"4,097","15,470",56,하나증권,2024/06/13,"40,000","40,000",0.00,4.00,4.00,"40,000","40,000",4.00,4.00
A218410,RFHIC,FICS  통신장비,"4,097","15,470",02,신한투자증권,2024/04/09,,,,0.00,,"40,000","40,000",4.00,4.00
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",30,삼성증권,2024/06/03,"104,000","104,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",02,신한투자증권,2024/05/17,"110,000","110,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",AP,대신증권,2024/05/09,"90,000","90,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",24,유안타증권,2024/04/30,"110,000","110,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",22,현대차증권,2024/04/29,"110,000","110,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",21,한화투자증권,2024/04/29,"85,000","85,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",12,NH투자증권,2024/04/29,"93,000","93,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",03,한국투자증권,2024/04/29,"110,000","110,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",56,하나증권,2024/04/29,"110,000","110,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",08,유진투자증권,2024/04/29,"83,000","83,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",25,SK증권,2024/04/29,"105,000","105,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",KB,KB증권,2024/04/29,"88,000","110,000",-20.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",05,미래에셋증권,2024/04/26,"89,000","104,000",-14.42,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",67,BNK투자증권,2024/04/26,"100,000","100,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",50,키움증권,2024/04/09,"77,000","70,000",10.00,3.00,3.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",10,메리츠증권,2024/04/08,"115,000","115,000",0.00,4.00,4.00,"99,647","100,824",3.94,3.94
A010950,S-Oil,FICS  석유 및 가스,"78,227","67,800",63,IBK투자증권,2024/04/04,"115,000","105,000",9.52,4.00,4.00,"99,647","100,824",3.94,3.94
A034120,SBS,FICS  미디어,"3,528","19,020",93,흥국증권,2024/05/17,"30,000","40,000",-25.00,4.00,4.00,"30,000","35,143",4.00,4.00
A034120,SBS,FICS  미디어,"3,528","19,020",KB,KB증권,2024/05/16,"26,000","32,000",-18.75,4.00,4.00,"30,000","35,143",4.00,4.00
A034120,SBS,FICS  미디어,"3,528","19,020",AP,대신증권,2024/05/16,"32,000","38,000",-15.79,4.00,4.00,"30,000","35,143",4.00,4.00
A034120,SBS,FICS  미디어,"3,528","19,020",56,하나증권,2024/05/16,"29,000","32,000",-9.38,4.00,4.00,"30,000","35,143",4.00,4.00
A034120,SBS,FICS  미디어,"3,528","19,020",02,신한투자증권,2024/05/07,"30,000","34,000",-11.76,4.00,4.00,"30,000","35,143",4.00,4.00
A034120,SBS,FICS  미디어,"3,528","19,020",31,DB금융투자,2024/04/16,"31,000","35,000",-11.43,4.00,4.00,"30,000","35,143",4.00,4.00
A034120,SBS,FICS  미디어,"3,528","19,020",24,유안타증권,2024/03/29,"32,000","35,000",-8.57,4.00,4.00,"30,000","35,143",4.00,4.00
A036540,SFA반도체,FICS  반도체 및 관련장비,"8,700","5,290",01,교보증권,2024/05/28,"8,300","8,300",0.00,4.00,4.00,"8,400","8,400",4.00,4.00
A036540,SFA반도체,FICS  반도체 및 관련장비,"8,700","5,290",67,BNK투자증권,2024/05/14,"8,500","8,500",0.00,4.00,4.00,"8,400","8,400",4.00,4.00
A255220,SG,FICS  건축소재,"1,232","1,351",12,NH투자증권,2024/03/21,,,,0.00,,,,,
A016250,SGC E&C,FICS  건설,519,"15,990",67,BNK투자증권,2024/05/27,"19,000","22,000",-13.64,3.00,3.00,"19,000","22,000",3.00,3.00
A005090,SGC에너지,FICS  에너지 시설 및 서비스,"3,811","26,450",02,신한투자증권,2024/05/17,"37,000","37,000",0.00,4.00,4.00,"38,200","39,200",4.00,4.00
A005090,SGC에너지,FICS  에너지 시설 및 서비스,"3,811","26,450",25,SK증권,2024/04/24,"34,000","34,000",0.00,4.00,4.00,"38,200","39,200",4.00,4.00
A005090,SGC에너지,FICS  에너지 시설 및 서비스,"3,811","26,450",56,하나증권,2024/04/24,"42,000","42,000",0.00,4.00,4.00,"38,200","39,200",4.00,4.00
A005090,SGC에너지,FICS  에너지 시설 및 서비스,"3,811","26,450",64,다올투자증권,2024/04/24,"41,000","41,000",0.00,4.00,4.00,"38,200","39,200",4.00,4.00
A005090,SGC에너지,FICS  에너지 시설 및 서비스,"3,811","26,450",10,메리츠증권,2024/04/04,"37,000","42,000",-11.90,4.00,4.00,"38,200","39,200",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",93,흥국증권,2024/06/12,"280,000","280,000",0.00,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",05,미래에셋증권,2024/05/31,"270,000","270,000",0.00,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",08,유진투자증권,2024/05/31,"200,000","200,000",0.00,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",62,DS투자증권,2024/05/30,"200,000","260,000",-23.08,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",25,SK증권,2024/05/27,"240,000","240,000",0.00,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",01,교보증권,2024/05/21,"250,000","250,000",0.00,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",46,하이투자증권,2024/05/13,"240,000","240,000",0.00,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",67,BNK투자증권,2024/05/02,"210,000","230,000",-8.70,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",12,NH투자증권,2024/04/19,"250,000","290,000",-13.79,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",30,삼성증권,2024/03/28,"250,000","210,000",19.05,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",24,유안타증권,2024/03/22,"270,000","270,000",0.00,4.00,4.00,"241,667","248,333",4.00,4.00
A034730,SK,FICS  석유 및 가스,"130,705","177,300",56,하나증권,2024/03/21,"240,000","240,000",0.00,4.00,4.00,"241,667","248,333",4.00,4.00
A011790,SKC,FICS  화학,"73,957","195,300",06,신영증권,2024/05/31,"133,000","110,000",20.91,3.00,4.00,"130,625","99,571",3.50,3.71
A011790,SKC,FICS  화학,"73,957","195,300",22,현대차증권,2024/05/28,"140,000","120,000",16.67,3.00,4.00,"130,625","99,571",3.50,3.71
A011790,SKC,FICS  화학,"73,957","195,300",02,신한투자증권,2024/05/24,"115,000","100,000",15.00,4.00,4.00,"130,625","99,571",3.50,3.71
A011790,SKC,FICS  화학,"73,957","195,300",24,유안타증권,2024/05/14,"100,000","84,000",19.05,3.00,3.00,"130,625","99,571",3.50,3.71
A011790,SKC,FICS  화학,"73,957","195,300",05,미래에셋증권,2024/05/07,"137,000","101,000",35.64,4.00,4.00,"130,625","99,571",3.50,3.71
A011790,SKC,FICS  화학,"73,957","195,300",30,삼성증권,2024/05/03,"140,000","95,000",47.37,4.00,4.00,"130,625","99,571",3.50,3.71
A011790,SKC,FICS  화학,"73,957","195,300",56,하나증권,2024/04/18,"87,000","87,000",0.00,3.00,3.00,"130,625","99,571",3.50,3.71
A011790,SKC,FICS  화학,"73,957","195,300",KB,KB증권,2024/04/05,"193,000",,,4.00,,"130,625","99,571",3.50,3.71
A018670,SK가스,FICS  석유 및 가스,"16,033","173,700",10,메리츠증권,2024/05/31,"220,000","220,000",0.00,4.00,4.00,"208,857","202,286",4.00,4.00
A018670,SK가스,FICS  석유 및 가스,"16,033","173,700",64,다올투자증권,2024/05/30,"200,000","190,000",5.26,4.00,4.00,"208,857","202,286",4.00,4.00
A018670,SK가스,FICS  석유 및 가스,"16,033","173,700",56,하나증권,2024/05/21,"200,000","200,000",0.00,4.00,4.00,"208,857","202,286",4.00,4.00
A018670,SK가스,FICS  석유 및 가스,"16,033","173,700",02,신한투자증권,2024/05/17,"220,000","220,000",0.00,4.00,4.00,"208,857","202,286",4.00,4.00
A018670,SK가스,FICS  석유 및 가스,"16,033","173,700",88,LS증권,2024/05/02,"210,000","194,000",8.25,4.00,4.00,"208,857","202,286",4.00,4.00
A018670,SK가스,FICS  석유 및 가스,"16,033","173,700",12,NH투자증권,2024/04/30,"220,000","200,000",10.00,4.00,4.00,"208,857","202,286",4.00,4.00
A018670,SK가스,FICS  석유 및 가스,"16,033","173,700",KB,KB증권,2024/04/29,"192,000","192,000",0.00,4.00,4.00,"208,857","202,286",4.00,4.00
A001740,SK네트웍스,FICS  복합 산업,"10,820","4,890",01,교보증권,2024/05/21,,,,0.00,0.00,"10,500","10,500",4.00,4.00
A001740,SK네트웍스,FICS  복합 산업,"10,820","4,890",56,하나증권,2024/05/14,"10,000","10,000",0.00,4.00,4.00,"10,500","10,500",4.00,4.00
A001740,SK네트웍스,FICS  복합 산업,"10,820","4,890",93,흥국증권,2024/04/11,"11,000","11,000",0.00,4.00,4.00,"10,500","10,500",4.00,4.00
A210980,SK디앤디,FICS  부동산,"2,150","11,550",06,신영증권,2024/05/24,"15,000","23,805",-36.99,4.00,4.00,"14,350","19,838",3.50,3.50
A210980,SK디앤디,FICS  부동산,"2,150","11,550",30,삼성증권,2024/04/01,"13,700","15,870",-13.67,3.00,3.00,"14,350","19,838",3.50,3.50
A302440,SK바이오사이언스,FICS  제약,"39,950","52,000",03,한국투자증권,2024/05/29,,,,3.00,3.00,"60,000","64,667",3.00,3.00
A302440,SK바이오사이언스,FICS  제약,"39,950","52,000",06,신영증권,2024/05/03,"60,000","64,000",-6.25,3.00,3.00,"60,000","64,667",3.00,3.00
A302440,SK바이오사이언스,FICS  제약,"39,950","52,000",30,삼성증권,2024/05/03,"60,000","60,000",0.00,3.00,3.00,"60,000","64,667",3.00,3.00
A302440,SK바이오사이언스,FICS  제약,"39,950","52,000",64,다올투자증권,2024/05/03,"60,000","70,000",-14.29,3.00,3.00,"60,000","64,667",3.00,3.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",10,메리츠증권,2024/06/05,"120,000",,,4.00,,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",03,한국투자증권,2024/05/29,"125,000","125,000",0.00,4.00,4.00,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",05,미래에셋증권,2024/05/28,"130,000","130,000",0.00,4.00,4.00,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",56,하나증권,2024/05/13,"100,000","100,000",0.00,4.00,4.00,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",64,다올투자증권,2024/05/13,"110,000","110,000",0.00,4.00,4.00,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",06,신영증권,2024/05/10,"130,000","130,000",0.00,4.00,4.00,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",50,키움증권,2024/05/10,"114,000","114,000",0.00,4.00,4.00,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",67,BNK투자증권,2024/05/10,"130,000",,,4.00,,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",99,상상인증권,2024/05/10,"130,000","130,000",0.00,4.00,4.00,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",01,교보증권,2024/05/10,"120,000","120,000",0.00,4.00,4.00,"120,364","117,667",4.00,4.00
A326030,SK바이오팜,FICS  제약,"61,319","78,300",13,부국증권,2024/04/15,"115,000","100,000",15.00,4.00,4.00,"120,364","117,667",4.00,4.00
A402340,SK스퀘어,FICS  복합 산업,"123,161","91,400",24,유안타증권,2024/05/27,"100,000","79,000",26.58,4.00,4.00,"98,667","74,667",4.00,4.00
A402340,SK스퀘어,FICS  복합 산업,"123,161","91,400",62,DS투자증권,2024/05/21,"100,000","55,000",81.82,4.00,4.00,"98,667","74,667",4.00,4.00
A402340,SK스퀘어,FICS  복합 산업,"123,161","91,400",AP,대신증권,2024/05/17,"96,000","84,000",14.29,4.00,4.00,"98,667","74,667",4.00,4.00
A402340,SK스퀘어,FICS  복합 산업,"123,161","91,400",67,BNK투자증권,2024/05/02,"97,000","87,000",11.49,4.00,4.00,"98,667","74,667",4.00,4.00
A402340,SK스퀘어,FICS  복합 산업,"123,161","91,400",31,DB금융투자,2024/04/25,"107,000","58,000",84.48,4.00,4.00,"98,667","74,667",4.00,4.00
A402340,SK스퀘어,FICS  복합 산업,"123,161","91,400",25,SK증권,2024/03/29,"92,000","85,000",8.24,4.00,4.00,"98,667","74,667",4.00,4.00
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",21,한화투자증권,2024/06/14,"60,000","66,000",-9.09,4.00,3.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",12,NH투자증권,2024/06/05,"60,000","85,000",-29.41,4.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",46,하이투자증권,2024/05/28,"60,000","85,000",-29.41,4.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",64,다올투자증권,2024/05/17,"71,000","71,000",0.00,3.00,3.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",KB,KB증권,2024/05/16,"75,000","100,000",-25.00,4.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",50,키움증권,2024/05/07,"83,000","92,000",-9.78,4.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",30,삼성증권,2024/04/30,"73,000","93,000",-21.51,3.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",02,신한투자증권,2024/04/30,"65,000","85,000",-23.53,4.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",08,유진투자증권,2024/04/30,"60,000","75,000",-20.00,3.00,3.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",25,SK증권,2024/04/30,"75,000","90,000",-16.67,4.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",05,미래에셋증권,2024/04/30,"83,000","100,000",-17.00,4.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",06,신영증권,2024/04/30,"87,000","110,000",-20.91,4.00,4.00,"72,077","87,462",3.77,3.77
A361610,SK아이이테크놀로지,FICS  전자 장비 및 기기,"31,870","44,700",01,교보증권,2024/04/30,"85,000","85,000",0.00,4.00,4.00,"72,077","87,462",3.77,3.77
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",10,메리츠증권,2024/05/31,"22,000","22,000",0.00,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",64,다올투자증권,2024/05/30,"19,000","23,000",-17.39,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",08,유진투자증권,2024/05/20,"30,000","32,000",-6.25,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",02,신한투자증권,2024/05/20,"21,000","21,000",0.00,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",30,삼성증권,2024/05/20,"20,500","20,500",0.00,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",25,SK증권,2024/05/20,"17,000","17,000",0.00,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",KB,KB증권,2024/05/20,"20,000","23,000",-13.04,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",62,DS투자증권,2024/05/17,"21,000","26,000",-19.23,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",05,미래에셋증권,2024/05/17,"19,000","19,000",0.00,4.00,4.00,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",93,흥국증권,2024/05/10,"19,000",,,4.00,,"20,864","22,750",4.00,4.00
A100090,SK오션플랜트,FICS  건설,"8,524","14,400",99,상상인증권,2024/04/15,"21,000","24,000",-12.50,4.00,4.00,"20,864","22,750",4.00,4.00
A096770,SK이노베이션,FICS  석유 및 가스,"108,099","111,900",10,메리츠증권,2024/06/05,"130,000","140,000",-7.14,3.00,3.00,"155,211","168,105",3.84,3.84
